%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.006, 0.022, 0.964, 19:42:09.323, 1565912529323
1, 0.00, 0.00, -8693.87, -27502.48, 5391.67, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.337, 1565912529337
2, 0.00, 0.00, -8747.33, -27509.01, 5380.36, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.344, 1565912529344
3, 0.00, 0.00, -8567.74, -27493.67, 5397.63, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.345, 1565912529345
4, 0.00, 0.00, -8529.27, -27487.32, 5408.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.352, 1565912529352
5, 0.00, 0.00, -8666.17, -27498.66, 5397.14, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.353, 1565912529353
6, 0.00, 0.00, -8763.65, -27508.80, 5382.26, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.360, 1565912529360
7, 0.00, 0.00, -8595.50, -27492.55, 5396.23, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.367, 1565912529367
8, 0.00, 0.00, -8524.08, -27492.15, 5398.15, 0.00, 0.00, 0.00, 0.010, 0.018, 0.958, 19:42:09.368, 1565912529368
9, 0.00, 0.00, -8638.01, -27504.63, 5387.08, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.375, 1565912529375
10, 0.00, 0.00, -8772.81, -27514.37, 5374.14, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.375, 1565912529375
11, 0.00, 0.00, -8636.58, -27505.74, 5382.39, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.382, 1565912529382
12, 0.00, 0.00, -8523.48, -27494.03, 5396.92, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.382, 1565912529382
13, 0.00, 0.00, -8601.08, -27496.80, 5396.14, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.389, 1565912529389
14, 0.00, 0.00, -8763.13, -27510.10, 5380.38, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.389, 1565912529389
15, 0.00, 0.00, -8665.26, -27500.60, 5387.19, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.397, 1565912529397
16, 0.00, 0.00, -8531.48, -27490.99, 5399.33, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.397, 1565912529397
17, 0.00, 0.00, -8579.92, -27496.49, 5395.67, 0.00, 0.00, 0.00, 0.012, 0.020, 0.966, 19:42:09.404, 1565912529404
18, 0.00, 0.00, -8749.75, -27509.83, 5381.25, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.404, 1565912529404
19, 0.00, 0.00, -8701.09, -27508.04, 5380.22, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.411, 1565912529411
20, 0.00, 0.00, -8541.65, -27496.96, 5391.96, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.411, 1565912529411
21, 0.00, 0.00, -8560.81, -27493.40, 5396.67, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.418, 1565912529418
22, 0.00, 0.00, -8727.22, -27505.43, 5381.00, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.426, 1565912529426
23, 0.00, 0.00, -8730.88, -27508.00, 5376.33, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.426, 1565912529426
24, 0.00, 0.00, -8554.55, -27495.28, 5392.65, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.436, 1565912529436
25, 0.00, 0.00, -8549.43, -27493.56, 5397.81, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.436, 1565912529436
26, 0.00, 0.00, -8707.17, -27510.17, 5380.53, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.451, 1565912529451
27, 0.00, 0.00, -8762.24, -27512.72, 5374.92, 0.00, 0.00, 0.00, 0.006, 0.018, 0.962, 19:42:09.457, 1565912529457
28, 0.00, 0.00, -8586.60, -27496.40, 5395.11, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.457, 1565912529457
29, 0.00, 0.00, -8540.91, -27494.10, 5402.22, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.463, 1565912529463
30, 0.00, 0.00, -8674.20, -27502.99, 5395.26, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.469, 1565912529469
31, 0.00, 0.00, -8776.34, -27510.17, 5385.34, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.469, 1565912529469
32, 0.00, 0.00, -8612.13, -27498.57, 5395.20, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.475, 1565912529475
33, 0.00, 0.00, -8538.95, -27492.20, 5404.41, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.475, 1565912529475
34, 0.00, 0.00, -8651.02, -27504.92, 5392.49, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.481, 1565912529481
35, 0.00, 0.00, -8791.48, -27518.10, 5373.27, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.481, 1565912529481
36, 0.00, 0.00, -8652.16, -27503.69, 5386.39, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.487, 1565912529487
37, 0.00, 0.00, -8536.38, -27488.24, 5403.71, 0.00, 0.00, 0.00, 0.010, 0.022, 0.970, 19:42:09.488, 1565912529488
38, 0.00, 0.00, -8611.84, -27496.76, 5395.46, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.494, 1565912529494
39, 0.00, 0.00, -8780.86, -27516.18, 5372.49, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.494, 1565912529494
40, 0.00, 0.00, -8683.00, -27503.91, 5382.64, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.500, 1565912529500
41, 0.00, 0.00, -8535.06, -27491.95, 5399.69, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.500, 1565912529500
42, 0.00, 0.00, -8582.38, -27496.20, 5397.97, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.506, 1565912529506
43, 0.00, 0.00, -8753.70, -27509.72, 5382.77, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.506, 1565912529506
44, 0.00, 0.00, -8713.76, -27508.69, 5378.97, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.512, 1565912529512
45, 0.00, 0.00, -8550.06, -27498.77, 5391.67, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.513, 1565912529513
46, 0.00, 0.00, -8566.10, -27497.29, 5397.54, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.519, 1565912529519
47, 0.00, 0.00, -8735.89, -27510.44, 5383.17, 0.00, 0.00, 0.00, 0.014, 0.024, 0.966, 19:42:09.527, 1565912529527
48, 0.00, 0.00, -8745.05, -27512.31, 5375.73, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.527, 1565912529527
49, 0.00, 0.00, -8562.53, -27494.03, 5392.98, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.535, 1565912529535
50, 0.00, 0.00, -8547.17, -27489.49, 5399.47, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.535, 1565912529535
51, 0.00, 0.00, -8693.82, -27503.35, 5387.57, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.543, 1565912529543
52, 0.00, 0.00, -8756.30, -27505.92, 5382.93, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.544, 1565912529544
53, 0.00, 0.00, -8584.83, -27496.96, 5392.65, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.549, 1565912529549
54, 0.00, 0.00, -8532.44, -27490.23, 5402.17, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.550, 1565912529550
55, 0.00, 0.00, -8659.20, -27501.21, 5393.79, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.556, 1565912529556
56, 0.00, 0.00, -8770.31, -27509.16, 5383.66, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.556, 1565912529556
57, 0.00, 0.00, -8606.29, -27493.11, 5400.07, 0.00, 0.00, 0.00, 0.014, 0.026, 0.964, 19:42:09.564, 1565912529564
58, 0.00, 0.00, -8525.69, -27484.29, 5413.10, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.564, 1565912529564
59, 0.00, 0.00, -8628.38, -27494.81, 5402.01, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.571, 1565912529571
60, 0.00, 0.00, -8772.52, -27509.39, 5382.88, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.571, 1565912529571
61, 0.00, 0.00, -8639.96, -27498.88, 5391.06, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.578, 1565912529578
62, 0.00, 0.00, -8517.27, -27482.61, 5413.84, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.586, 1565912529586
63, 0.00, 0.00, -8589.60, -27485.54, 5414.04, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.586, 1565912529586
64, 0.00, 0.00, -8759.02, -27499.64, 5396.52, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.594, 1565912529594
65, 0.00, 0.00, -8670.08, -27492.96, 5399.58, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.594, 1565912529594
66, 0.00, 0.00, -8516.62, -27479.14, 5414.96, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.602, 1565912529602
67, 0.00, 0.00, -8559.71, -27485.20, 5410.57, 0.00, 0.00, 0.00, 0.016, 0.024, 0.964, 19:42:09.602, 1565912529602
68, 0.00, 0.00, -8742.50, -27509.03, 5384.78, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.610, 1565912529610
69, 0.00, 0.00, -8707.14, -27508.49, 5381.72, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.610, 1565912529610
70, 0.00, 0.00, -8529.67, -27490.25, 5403.49, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.618, 1565912529618
71, 0.00, 0.00, -8554.57, -27499.53, 5398.82, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.618, 1565912529618
72, 0.00, 0.00, -8733.25, -27510.12, 5389.09, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.624, 1565912529624
73, 0.00, 0.00, -8747.67, -27506.93, 5391.89, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.624, 1565912529624
74, 0.00, 0.00, -8556.67, -27490.41, 5409.39, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.631, 1565912529631
75, 0.00, 0.00, -8534.63, -27488.24, 5412.99, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.631, 1565912529631
76, 0.00, 0.00, -8699.08, -27500.29, 5401.05, 0.00, 0.00, 0.00, 0.012, 0.024, 0.962, 19:42:09.638, 1565912529638
77, 0.00, 0.00, -8769.66, -27505.47, 5393.16, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.646, 1565912529646
78, 0.00, 0.00, -8576.61, -27488.42, 5409.39, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.646, 1565912529646
79, 0.00, 0.00, -8529.43, -27489.40, 5409.17, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.653, 1565912529653
80, 0.00, 0.00, -8668.10, -27499.39, 5399.42, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.653, 1565912529653
81, 0.00, 0.00, -8784.73, -27504.07, 5390.97, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.661, 1565912529661
82, 0.00, 0.00, -8615.50, -27494.92, 5398.30, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.661, 1565912529661
83, 0.00, 0.00, -8528.46, -27492.69, 5402.44, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.670, 1565912529670
84, 0.00, 0.00, -8631.66, -27498.32, 5397.32, 0.00, 0.00, 0.00, 0.000, 0.000, 0.000, 19:42:09.670, 1565912529670
